version,id,percent_of_occ_limit,type,factor
v2.0.101,3429,480.00,InvasionPrivacyExclusionSublimit,8.48
v2.0.101,3430,480.00,Media activities,17.88
v2.0.101,3431,485.00,Bodily Injury,41.21
v2.0.101,3432,485.00,Property Damage,16.48
v2.0.101,3433,485.00,Breach of Contract,16.48
v2.0.101,3434,485.00,Personal & Advertising Injury,32.97
v2.0.101,3435,485.00,Intellectual Property Infringement,16.48
v2.0.101,3436,485.00,Third Party Discriminatio,16.48
v2.0.101,3437,485.00,Contractors Pollution (Claims Made),16.60
v2.0.101,3438,485.00,Contractors Pollution (Occ),19.92
v2.0.101,3439,485.00,Sexual Abuse & Misconduct,28.60
v2.0.101,3440,485.00,Billing Errors Coverage,13.10
v2.0.101,3441,485.00,Class Action Sublimit,0.00
v2.0.101,3442,485.00,Crisis Management,9.70
v2.0.101,3443,485.00,Defense Only TCPA,23.60
v2.0.101,3444,485.00,Defense Outside Limits,33.00
v2.0.101,3445,485.00,Evacuation Expenses,9.70
v2.0.101,3446,485.00,Faulty Workmanship,68.30
v2.0.101,3447,485.00,Games of Chance / Over-Redemptio,13.10
v2.0.101,3448,485.00,HIPAA Violations,5.30
v2.0.101,3449,485.00,Open House Claim Sublimit,16.60
v2.0.101,3450,485.00,Rectification Expenses,9.70
v2.0.101,3451,485.00,Protective Indemnity,2.60
v2.0.101,3452,485.00,Mold,9.68
v2.0.101,3453,485.00,Pollutants in Transit,2.63
v2.0.101,3454,485.00,Non-Owned Disposal Site,2.63
v2.0.101,3455,485.00,Bodily injury / property damage,43.27
v2.0.101,3456,485.00,Antitrust sublimit,5.25
v2.0.101,3457,485.00,Failure to disclose pollutants,5.25
v2.0.101,3458,485.00,FCRA defense only sublimit,23.65
v2.0.101,3459,485.00,Pollution liability,20.60
v2.0.101,3460,485.00,Technology Coverage Extensio,16.60
v2.0.101,3461,485.00,Bodily Inury (Emotional Distress),20.60
v2.0.101,3462,485.00,Network security & privacy,9.68
v2.0.101,3463,485.00,Defamation Exclusion and Sublimit,8.59
v2.0.101,3464,485.00,InvasionPrivacyExclusionSublimit,8.59
v2.0.101,3465,485.00,Media activities,17.98
v2.0.101,3466,490.00,Bodily Injury,41.49
v2.0.101,3467,490.00,Property Damage,16.59
v2.0.101,3468,490.00,Breach of Contract,16.59
v2.0.101,3469,490.00,Personal & Advertising Injury,33.19
v2.0.101,3470,490.00,Intellectual Property Infringement,16.59
v2.0.101,3471,490.00,Third Party Discriminatio,16.59
v2.0.101,3472,490.00,Contractors Pollution (Claims Made),16.70
v2.0.101,3473,490.00,Contractors Pollution (Occ),20.02
v2.0.101,3474,490.00,Sexual Abuse & Misconduct,28.70
v2.0.101,3475,490.00,Billing Errors Coverage,13.20
v2.0.101,3476,490.00,Class Action Sublimit,0.00
v2.0.101,3477,490.00,Crisis Management,9.70
v2.0.101,3478,490.00,Defense Only TCPA,23.80
v2.0.101,3479,490.00,Defense Outside Limits,33.20
v2.0.101,3480,490.00,Evacuation Expenses,9.70
v2.0.101,3481,490.00,Faulty Workmanship,68.70
v2.0.101,3482,490.00,Games of Chance / Over-Redemptio,13.20
v2.0.101,3483,490.00,HIPAA Violations,5.30
v2.0.101,3484,490.00,Open House Claim Sublimit,16.70
v2.0.101,3485,490.00,Rectification Expenses,9.70
v2.0.101,3486,490.00,Protective Indemnity,2.60
v2.0.101,3487,490.00,Mold,9.73
v2.0.101,3488,490.00,Pollutants in Transit,2.64
v2.0.101,3489,490.00,Non-Owned Disposal Site,2.64
v2.0.101,3490,490.00,Bodily injury / property damage,43.56
v2.0.101,3491,490.00,Antitrust sublimit,5.28
v2.0.101,3492,490.00,Failure to disclose pollutants,5.28
v2.0.101,3493,490.00,FCRA defense only sublimit,23.77
v2.0.101,3494,490.00,Pollution liability,20.74
v2.0.101,3495,490.00,Technology Coverage Extensio,16.69
v2.0.101,3496,490.00,Bodily Inury (Emotional Distress),20.74
v2.0.101,3497,490.00,Network security & privacy,9.73
v2.0.101,3498,490.00,Defamation Exclusion and Sublimit,8.70
v2.0.101,3499,490.00,InvasionPrivacyExclusionSublimit,8.70
v2.0.101,3500,490.00,Media activities,18.08
v2.0.101,3501,495.00,Bodily Injury,41.77
v2.0.101,3502,495.00,Property Damage,16.71
v2.0.101,3503,495.00,Breach of Contract,16.71
v2.0.101,3504,495.00,Personal & Advertising Injury,33.41
v2.0.101,3505,495.00,Intellectual Property Infringement,16.71
v2.0.101,3506,495.00,Third Party Discriminatio,16.71
v2.0.101,3507,495.00,Contractors Pollution (Claims Made),16.80
v2.0.101,3508,495.00,Contractors Pollution (Occ),20.13
v2.0.101,3509,495.00,Sexual Abuse & Misconduct,28.70
v2.0.101,3510,495.00,Billing Errors Coverage,13.30
v2.0.101,3511,495.00,Class Action Sublimit,0.00
v2.0.101,3512,495.00,Crisis Management,9.80
v2.0.101,3513,495.00,Defense Only TCPA,23.90
v2.0.101,3514,495.00,Defense Outside Limits,33.40
v2.0.101,3515,495.00,Evacuation Expenses,9.80
v2.0.101,3516,495.00,Faulty Workmanship,69.00
v2.0.101,3517,495.00,Games of Chance / Over-Redemptio,13.30
v2.0.101,3518,495.00,HIPAA Violations,5.30
v2.0.101,3519,495.00,Open House Claim Sublimit,16.80
v2.0.101,3520,495.00,Rectification Expenses,9.80
v2.0.101,3521,495.00,Protective Indemnity,2.70
v2.0.101,3522,495.00,Mold,9.79
v2.0.101,3523,495.00,Pollutants in Transit,2.66
v2.0.101,3524,495.00,Non-Owned Disposal Site,2.66
v2.0.101,3525,495.00,Bodily injury / property damage,43.85
v2.0.101,3526,495.00,Antitrust sublimit,5.31
v2.0.101,3527,495.00,Failure to disclose pollutants,5.31
v2.0.101,3528,495.00,FCRA defense only sublimit,23.90
v2.0.101,3529,495.00,Pollution liability,20.88
v2.0.101,3530,495.00,Technology Coverage Extensio,16.78
v2.0.101,3531,495.00,Bodily Inury (Emotional Distress),20.88
v2.0.101,3532,495.00,Network security & privacy,9.79
v2.0.101,3533,495.00,Defamation Exclusion and Sublimit,8.81
v2.0.101,3534,495.00,InvasionPrivacyExclusionSublimit,8.81
v2.0.101,3535,495.00,Media activities,18.17
v2.0.101,3536,500.00,Bodily Injury,42.04
v2.0.101,3537,500.00,Property Damage,16.82
v2.0.101,3538,500.00,Breach of Contract,16.82
v2.0.101,3539,500.00,Personal & Advertising Injury,33.64
v2.0.101,3540,500.00,Intellectual Property Infringement,16.82
v2.0.101,3541,500.00,Third Party Discriminatio,16.82
v2.0.101,3542,500.00,Contractors Pollution (Claims Made),16.90
v2.0.101,3543,500.00,Contractors Pollution (Occ),20.24
v2.0.101,3544,500.00,Sexual Abuse & Misconduct,28.80
v2.0.101,3545,500.00,Billing Errors Coverage,13.30
v2.0.101,3546,500.00,Class Action Sublimit,0.00
v2.0.101,3547,500.00,Crisis Management,9.80
v2.0.101,3548,500.00,Defense Only TCPA,24.00
v2.0.101,3549,500.00,Defense Outside Limits,33.60
v2.0.101,3550,500.00,Evacuation Expenses,9.80
v2.0.101,3551,500.00,Faulty Workmanship,69.40
v2.0.101,3552,500.00,Games of Chance / Over-Redemptio,13.30
v2.0.101,3553,500.00,HIPAA Violations,5.30
v2.0.101,3554,500.00,Open House Claim Sublimit,16.90
v2.0.101,3555,500.00,Rectification Expenses,9.80
v2.0.101,3556,500.00,Protective Indemnity,2.70
v2.0.101,3557,500.00,Mold,9.84
v2.0.101,3558,500.00,Pollutants in Transit,2.67
v2.0.101,3559,500.00,Non-Owned Disposal Site,2.67
v2.0.101,3560,500.00,Bodily injury / property damage,44.15
v2.0.101,3561,500.00,Antitrust sublimit,5.34
v2.0.101,3562,500.00,Failure to disclose pollutants,5.34
v2.0.101,3563,500.00,FCRA defense only sublimit,24.03
v2.0.101,3564,500.00,Pollution liability,21.02
v2.0.101,3565,500.00,Technology Coverage Extensio,16.87
v2.0.101,3566,500.00,Bodily Inury (Emotional Distress),21.02
v2.0.101,3567,500.00,Network security & privacy,9.84
v2.0.101,3568,500.00,Defamation Exclusion and Sublimit,8.92
v2.0.101,3569,500.00,InvasionPrivacyExclusionSublimit,8.92
v2.0.101,3570,500.00,Media activities,18.27
