version,id,percent_of_occ_limit,type,factor
v2.0.101,1487,205.00,Games of Chance / Over-Redemptio,9.20
v2.0.101,1488,205.00,HIPAA Violations,3.70
v2.0.101,1489,205.00,Open House Claim Sublimit,11.60
v2.0.101,1490,205.00,Rectification Expenses,6.80
v2.0.101,1491,205.00,Protective Indemnity,1.80
v2.0.101,1492,205.00,Mold,6.77
v2.0.101,1493,205.00,Pollutants in Transit,1.84
v2.0.101,1494,205.00,Non-Owned Disposal Site,1.84
v2.0.101,1495,205.00,Bodily injury / property damage,26.87
v2.0.101,1496,205.00,Antitrust sublimit,3.67
v2.0.101,1497,205.00,Failure to disclose pollutants,3.67
v2.0.101,1498,205.00,FCRA defense only sublimit,16.52
v2.0.101,1499,205.00,Pollution liability,12.80
v2.0.101,1500,205.00,Technology Coverage Extensio,11.60
v2.0.101,1501,205.00,Bodily Inury (Emotional Distress),12.80
v2.0.101,1502,205.00,Network security & privacy,6.77
v2.0.101,1503,205.00,Defamation Exclusion and Sublimit,2.34
v2.0.101,1504,205.00,InvasionPrivacyExclusionSublimit,2.34
v2.0.101,1505,205.00,Media activities,12.56
v2.0.101,1506,210.00,Bodily Injury,25.87
v2.0.101,1507,210.00,Property Damage,10.35
v2.0.101,1508,210.00,Breach of Contract,10.35
v2.0.101,1509,210.00,Personal & Advertising Injury,20.70
v2.0.101,1510,210.00,Intellectual Property Infringement,10.35
v2.0.101,1511,210.00,Third Party Discriminatio,10.35
v2.0.101,1512,210.00,Contractors Pollution (Claims Made),11.70
v2.0.101,1513,210.00,Contractors Pollution (Occ),14.02
v2.0.101,1514,210.00,Sexual Abuse & Misconduct,25.90
v2.0.101,1515,210.00,Billing Errors Coverage,9.30
v2.0.101,1516,210.00,Class Action Sublimit,0.00
v2.0.101,1517,210.00,Crisis Management,6.80
v2.0.101,1518,210.00,Defense Only TCPA,16.70
v2.0.101,1519,210.00,Defense Outside Limits,20.70
v2.0.101,1520,210.00,Evacuation Expenses,6.80
v2.0.101,1521,210.00,Faulty Workmanship,48.10
v2.0.101,1522,210.00,Games of Chance / Over-Redemptio,9.30
v2.0.101,1523,210.00,HIPAA Violations,3.70
v2.0.101,1524,210.00,Open House Claim Sublimit,11.70
v2.0.101,1525,210.00,Rectification Expenses,6.80
v2.0.101,1526,210.00,Protective Indemnity,1.90
v2.0.101,1527,210.00,Mold,6.82
v2.0.101,1528,210.00,Pollutants in Transit,1.85
v2.0.101,1529,210.00,Non-Owned Disposal Site,1.85
v2.0.101,1530,210.00,Bodily injury / property damage,27.17
v2.0.101,1531,210.00,Antitrust sublimit,3.70
v2.0.101,1532,210.00,Failure to disclose pollutants,3.70
v2.0.101,1533,210.00,FCRA defense only sublimit,16.65
v2.0.101,1534,210.00,Pollution liability,12.94
v2.0.101,1535,210.00,Technology Coverage Extensio,11.69
v2.0.101,1536,210.00,Bodily Inury (Emotional Distress),12.94
v2.0.101,1537,210.00,Network security & privacy,6.82
v2.0.101,1538,210.00,Defamation Exclusion and Sublimit,2.45
v2.0.101,1539,210.00,InvasionPrivacyExclusionSublimit,2.45
v2.0.101,1540,210.00,Media activities,12.66
v2.0.101,1541,215.00,Bodily Injury,26.15
v2.0.101,1542,215.00,Property Damage,10.46
v2.0.101,1543,215.00,Breach of Contract,10.46
v2.0.101,1544,215.00,Personal & Advertising Injury,20.92
v2.0.101,1545,215.00,Intellectual Property Infringement,10.46
v2.0.101,1546,215.00,Third Party Discriminatio,10.46
v2.0.101,1547,215.00,Contractors Pollution (Claims Made),11.80
v2.0.101,1548,215.00,Contractors Pollution (Occ),14.13
v2.0.101,1549,215.00,Sexual Abuse & Misconduct,25.90
v2.0.101,1550,215.00,Billing Errors Coverage,9.30
v2.0.101,1551,215.00,Class Action Sublimit,0.00
v2.0.101,1552,215.00,Crisis Management,6.90
v2.0.101,1553,215.00,Defense Only TCPA,16.80
v2.0.101,1554,215.00,Defense Outside Limits,20.90
v2.0.101,1555,215.00,Evacuation Expenses,6.90
v2.0.101,1556,215.00,Faulty Workmanship,48.40
v2.0.101,1557,215.00,Games of Chance / Over-Redemptio,9.30
v2.0.101,1558,215.00,HIPAA Violations,3.70
v2.0.101,1559,215.00,Open House Claim Sublimit,11.80
v2.0.101,1560,215.00,Rectification Expenses,6.90
v2.0.101,1561,215.00,Protective Indemnity,1.90
v2.0.101,1562,215.00,Mold,6.87
v2.0.101,1563,215.00,Pollutants in Transit,1.86
v2.0.101,1564,215.00,Non-Owned Disposal Site,1.86
v2.0.101,1565,215.00,Bodily injury / property damage,27.46
v2.0.101,1566,215.00,Antitrust sublimit,3.73
v2.0.101,1567,215.00,Failure to disclose pollutants,3.73
v2.0.101,1568,215.00,FCRA defense only sublimit,16.78
v2.0.101,1569,215.00,Pollution liability,13.08
v2.0.101,1570,215.00,Technology Coverage Extensio,11.78
v2.0.101,1571,215.00,Bodily Inury (Emotional Distress),13.08
v2.0.101,1572,215.00,Network security & privacy,6.87
v2.0.101,1573,215.00,Defamation Exclusion and Sublimit,2.57
v2.0.101,1574,215.00,InvasionPrivacyExclusionSublimit,2.57
v2.0.101,1575,215.00,Media activities,12.76
v2.0.101,1576,220.00,Bodily Injury,26.43
v2.0.101,1577,220.00,Property Damage,10.57
v2.0.101,1578,220.00,Breach of Contract,10.57
v2.0.101,1579,220.00,Personal & Advertising Injury,21.15
v2.0.101,1580,220.00,Intellectual Property Infringement,10.57
v2.0.101,1581,220.00,Third Party Discriminatio,10.57
v2.0.101,1582,220.00,Contractors Pollution (Claims Made),11.90
v2.0.101,1583,220.00,Contractors Pollution (Occ),14.24
v2.0.101,1584,220.00,Sexual Abuse & Misconduct,26.00
v2.0.101,1585,220.00,Billing Errors Coverage,9.40
v2.0.101,1586,220.00,Class Action Sublimit,0.00
v2.0.101,1587,220.00,Crisis Management,6.90
v2.0.101,1588,220.00,Defense Only TCPA,16.90
v2.0.101,1589,220.00,Defense Outside Limits,21.10
v2.0.101,1590,220.00,Evacuation Expenses,6.90
v2.0.101,1591,220.00,Faulty Workmanship,48.80
v2.0.101,1592,220.00,Games of Chance / Over-Redemptio,9.40
v2.0.101,1593,220.00,HIPAA Violations,3.80
v2.0.101,1594,220.00,Open House Claim Sublimit,11.90
v2.0.101,1595,220.00,Rectification Expenses,6.90
v2.0.101,1596,220.00,Protective Indemnity,1.90
v2.0.101,1597,220.00,Mold,6.92
v2.0.101,1598,220.00,Pollutants in Transit,1.88
v2.0.101,1599,220.00,Non-Owned Disposal Site,1.88
v2.0.101,1600,220.00,Bodily injury / property damage,27.75
v2.0.101,1601,220.00,Antitrust sublimit,3.76
v2.0.101,1602,220.00,Failure to disclose pollutants,3.76
v2.0.101,1603,220.00,FCRA defense only sublimit,16.90
v2.0.101,1604,220.00,Pollution liability,13.22
v2.0.101,1605,220.00,Technology Coverage Extensio,11.87
v2.0.101,1606,220.00,Bodily Inury (Emotional Distress),13.22
v2.0.101,1607,220.00,Network security & privacy,6.92
v2.0.101,1608,220.00,Defamation Exclusion and Sublimit,2.68
v2.0.101,1609,220.00,InvasionPrivacyExclusionSublimit,2.68
v2.0.101,1610,220.00,Media activities,12.85
v2.0.101,1611,225.00,Bodily Injury,26.71
v2.0.101,1612,225.00,Property Damage,10.68
v2.0.101,1613,225.00,Breach of Contract,10.68
v2.0.101,1614,225.00,Personal & Advertising Injury,21.37
v2.0.101,1615,225.00,Intellectual Property Infringement,10.68
v2.0.101,1616,225.00,Third Party Discriminatio,10.68
v2.0.101,1617,225.00,Contractors Pollution (Claims Made),12.00
v2.0.101,1618,225.00,Contractors Pollution (Occ),14.35
v2.0.101,1619,225.00,Sexual Abuse & Misconduct,26.00
v2.0.101,1620,225.00,Billing Errors Coverage,9.50
v2.0.101,1621,225.00,Class Action Sublimit,0.00
v2.0.101,1622,225.00,Crisis Management,7.00
v2.0.101,1623,225.00,Defense Only TCPA,17.00
v2.0.101,1624,225.00,Defense Outside Limits,21.40
v2.0.101,1625,225.00,Evacuation Expenses,7.00
v2.0.101,1626,225.00,Faulty Workmanship,49.20
v2.0.101,1627,225.00,Games of Chance / Over-Redemptio,9.50
v2.0.101,1628,225.00,HIPAA Violations,3.80
v2.0.101,1629,225.00,Open House Claim Sublimit,12.00
v2.0.101,1630,225.00,Rectification Expenses,7.00
v2.0.101,1631,225.00,Protective Indemnity,1.90
v2.0.101,1632,225.00,Mold,6.97
v2.0.101,1633,225.00,Pollutants in Transit,1.89
v2.0.101,1634,225.00,Non-Owned Disposal Site,1.89
v2.0.101,1635,225.00,Bodily injury / property damage,28.05
v2.0.101,1636,225.00,Antitrust sublimit,3.78
v2.0.101,1637,225.00,Failure to disclose pollutants,3.78
v2.0.101,1638,225.00,FCRA defense only sublimit,17.03
v2.0.101,1639,225.00,Pollution liability,13.36
v2.0.101,1640,225.00,Technology Coverage Extensio,11.95
v2.0.101,1641,225.00,Bodily Inury (Emotional Distress),13.36
v2.0.101,1642,225.00,Network security & privacy,6.97
v2.0.101,1643,225.00,Defamation Exclusion and Sublimit,2.79
v2.0.101,1644,225.00,InvasionPrivacyExclusionSublimit,2.79
v2.0.101,1645,225.00,Media activities,12.95
v2.0.101,1646,230.00,Bodily Injury,26.99
v2.0.101,1647,230.00,Property Damage,10.80
v2.0.101,1648,230.00,Breach of Contract,10.80
v2.0.101,1649,230.00,Personal & Advertising Injury,21.59
v2.0.101,1650,230.00,Intellectual Property Infringement,10.80
v2.0.101,1651,230.00,Third Party Discriminatio,10.80
v2.0.101,1652,230.00,Contractors Pollution (Claims Made),12.00
v2.0.101,1653,230.00,Contractors Pollution (Occ),14.45
v2.0.101,1654,230.00,Sexual Abuse & Misconduct,26.10
v2.0.101,1655,230.00,Billing Errors Coverage,9.50
v2.0.101,1656,230.00,Class Action Sublimit,0.00
v2.0.101,1657,230.00,Crisis Management,7.00
v2.0.101,1658,230.00,Defense Only TCPA,17.20
v2.0.101,1659,230.00,Defense Outside Limits,21.60
v2.0.101,1660,230.00,Evacuation Expenses,7.00
v2.0.101,1661,230.00,Faulty Workmanship,49.60
v2.0.101,1662,230.00,Games of Chance / Over-Redemptio,9.50
v2.0.101,1663,230.00,HIPAA Violations,3.80
v2.0.101,1664,230.00,Open House Claim Sublimit,12.00
v2.0.101,1665,230.00,Rectification Expenses,7.00
v2.0.101,1666,230.00,Protective Indemnity,1.90
v2.0.101,1667,230.00,Mold,7.03
v2.0.101,1668,230.00,Pollutants in Transit,1.91
v2.0.101,1669,230.00,Non-Owned Disposal Site,1.91
v2.0.101,1670,230.00,Bodily injury / property damage,28.34
v2.0.101,1671,230.00,Antitrust sublimit,3.81
v2.0.101,1672,230.00,Failure to disclose pollutants,3.81
v2.0.101,1673,230.00,FCRA defense only sublimit,17.16
v2.0.101,1674,230.00,Pollution liability,13.49
v2.0.101,1675,230.00,Technology Coverage Extensio,12.04
v2.0.101,1676,230.00,Bodily Inury (Emotional Distress),13.49
v2.0.101,1677,230.00,Network security & privacy,7.03
v2.0.101,1678,230.00,Defamation Exclusion and Sublimit,2.90
v2.0.101,1679,230.00,InvasionPrivacyExclusionSublimit,2.90
v2.0.101,1680,230.00,Media activities,13.05
v2.0.101,1681,235.00,Bodily Injury,27.27
v2.0.101,1682,235.00,Property Damage,10.91
v2.0.101,1683,235.00,Breach of Contract,10.91
v2.0.101,1684,235.00,Personal & Advertising Injury,21.81
v2.0.101,1685,235.00,Intellectual Property Infringement,10.91
v2.0.101,1686,235.00,Third Party Discriminatio,10.91
v2.0.101,1687,235.00,Contractors Pollution (Claims Made),12.10
v2.0.101,1688,235.00,Contractors Pollution (Occ),14.56
v2.0.101,1689,235.00,Sexual Abuse & Misconduct,26.10
v2.0.101,1690,235.00,Billing Errors Coverage,9.60
v2.0.101,1691,235.00,Class Action Sublimit,0.00
v2.0.101,1692,235.00,Crisis Management,7.10
v2.0.101,1693,235.00,Defense Only TCPA,17.30
v2.0.101,1694,235.00,Defense Outside Limits,21.80
v2.0.101,1695,235.00,Evacuation Expenses,7.10
v2.0.101,1696,235.00,Faulty Workmanship,49.90
v2.0.101,1697,235.00,Games of Chance / Over-Redemptio,9.60
v2.0.101,1698,235.00,HIPAA Violations,3.80
v2.0.101,1699,235.00,Open House Claim Sublimit,12.10
v2.0.101,1700,235.00,Rectification Expenses,7.10
v2.0.101,1701,235.00,Protective Indemnity,1.90
v2.0.101,1702,235.00,Mold,7.08
v2.0.101,1703,235.00,Pollutants in Transit,1.92
v2.0.101,1704,235.00,Non-Owned Disposal Site,1.92
v2.0.101,1705,235.00,Bodily injury / property damage,28.63
v2.0.101,1706,235.00,Antitrust sublimit,3.84
v2.0.101,1707,235.00,Failure to disclose pollutants,3.84
v2.0.101,1708,235.00,FCRA defense only sublimit,17.29
v2.0.101,1709,235.00,Pollution liability,13.63
v2.0.101,1710,235.00,Technology Coverage Extensio,12.13
v2.0.101,1711,235.00,Bodily Inury (Emotional Distress),13.63
v2.0.101,1712,235.00,Network security & privacy,7.08
v2.0.101,1713,235.00,Defamation Exclusion and Sublimit,3.01
v2.0.101,1714,235.00,InvasionPrivacyExclusionSublimit,3.01
v2.0.101,1715,235.00,Media activities,13.14
v2.0.101,1716,240.00,Bodily Injury,27.55
v2.0.101,1717,240.00,Property Damage,11.02
v2.0.101,1718,240.00,Breach of Contract,11.02
v2.0.101,1719,240.00,Personal & Advertising Injury,22.04
v2.0.101,1720,240.00,Intellectual Property Infringement,11.02
v2.0.101,1721,240.00,Third Party Discriminatio,11.02
v2.0.101,1722,240.00,Contractors Pollution (Claims Made),12.20
v2.0.101,1723,240.00,Contractors Pollution (Occ),14.67
v2.0.101,1724,240.00,Sexual Abuse & Misconduct,26.20
v2.0.101,1725,240.00,Billing Errors Coverage,9.70
v2.0.101,1726,240.00,Class Action Sublimit,0.00
v2.0.101,1727,240.00,Crisis Management,7.10
v2.0.101,1728,240.00,Defense Only TCPA,17.40
v2.0.101,1729,240.00,Defense Outside Limits,22.00
v2.0.101,1730,240.00,Evacuation Expenses,7.10
v2.0.101,1731,240.00,Faulty Workmanship,50.30
v2.0.101,1732,240.00,Games of Chance / Over-Redemptio,9.70
v2.0.101,1733,240.00,HIPAA Violations,3.90
v2.0.101,1734,240.00,Open House Claim Sublimit,12.20
v2.0.101,1735,240.00,Rectification Expenses,7.10
v2.0.101,1736,240.00,Protective Indemnity,1.90
v2.0.101,1737,240.00,Mold,7.13
v2.0.101,1738,240.00,Pollutants in Transit,1.93
v2.0.101,1739,240.00,Non-Owned Disposal Site,1.93
v2.0.101,1740,240.00,Bodily injury / property damage,28.92
v2.0.101,1741,240.00,Antitrust sublimit,3.87
v2.0.101,1742,240.00,Failure to disclose pollutants,3.87
v2.0.101,1743,240.00,FCRA defense only sublimit,17.41
v2.0.101,1744,240.00,Pollution liability,13.77
v2.0.101,1745,240.00,Technology Coverage Extensio,12.22
v2.0.101,1746,240.00,Bodily Inury (Emotional Distress),13.77
v2.0.101,1747,240.00,Network security & privacy,7.13
v2.0.101,1748,240.00,Defamation Exclusion and Sublimit,3.12
v2.0.101,1749,240.00,InvasionPrivacyExclusionSublimit,3.12
v2.0.101,1750,240.00,Media activities,13.24
v2.0.101,1751,245.00,Bodily Injury,27.83
v2.0.101,1752,245.00,Property Damage,11.13
v2.0.101,1753,245.00,Breach of Contract,11.13
v2.0.101,1754,245.00,Personal & Advertising Injury,22.26
v2.0.101,1755,245.00,Intellectual Property Infringement,11.13
v2.0.101,1756,245.00,Third Party Discriminatio,11.13
v2.0.101,1757,245.00,Contractors Pollution (Claims Made),12.30
v2.0.101,1758,245.00,Contractors Pollution (Occ),14.77
v2.0.101,1759,245.00,Sexual Abuse & Misconduct,26.20
v2.0.101,1760,245.00,Billing Errors Coverage,9.70
v2.0.101,1761,245.00,Class Action Sublimit,0.00
v2.0.101,1762,245.00,Crisis Management,7.20
v2.0.101,1763,245.00,Defense Only TCPA,17.50
v2.0.101,1764,245.00,Defense Outside Limits,22.30
v2.0.101,1765,245.00,Evacuation Expenses,7.20
v2.0.101,1766,245.00,Faulty Workmanship,50.70
v2.0.101,1767,245.00,Games of Chance / Over-Redemptio,9.70
v2.0.101,1768,245.00,HIPAA Violations,3.90
v2.0.101,1769,245.00,Open House Claim Sublimit,12.30
v2.0.101,1770,245.00,Rectification Expenses,7.20
v2.0.101,1771,245.00,Protective Indemnity,1.90
v2.0.101,1772,245.00,Mold,7.18
v2.0.101,1773,245.00,Pollutants in Transit,1.95
v2.0.101,1774,245.00,Non-Owned Disposal Site,1.95
v2.0.101,1775,245.00,Bodily injury / property damage,29.22
v2.0.101,1776,245.00,Antitrust sublimit,3.90
v2.0.101,1777,245.00,Failure to disclose pollutants,3.90
v2.0.101,1778,245.00,FCRA defense only sublimit,17.54
v2.0.101,1779,245.00,Pollution liability,13.91
v2.0.101,1780,245.00,Technology Coverage Extensio,12.31
v2.0.101,1781,245.00,Bodily Inury (Emotional Distress),13.91
v2.0.101,1782,245.00,Network security & privacy,7.18
v2.0.101,1783,245.00,Defamation Exclusion and Sublimit,3.23
v2.0.101,1784,245.00,InvasionPrivacyExclusionSublimit,3.23
v2.0.101,1785,245.00,Media activities,13.34
v2.0.101,1786,250.00,Bodily Injury,28.10
v2.0.101,1787,250.00,Property Damage,11.24
v2.0.101,1788,250.00,Breach of Contract,11.24
v2.0.101,1789,250.00,Personal & Advertising Injury,22.48
v2.0.101,1790,250.00,Intellectual Property Infringement,11.24
v2.0.101,1791,250.00,Third Party Discriminatio,11.24
v2.0.101,1792,250.00,Contractors Pollution (Claims Made),12.40
v2.0.101,1793,250.00,Contractors Pollution (Occ),14.88
v2.0.101,1794,250.00,Sexual Abuse & Misconduct,26.30
v2.0.101,1795,250.00,Billing Errors Coverage,9.80
v2.0.101,1796,250.00,Class Action Sublimit,0.00
v2.0.101,1797,250.00,Crisis Management,7.20
v2.0.101,1798,250.00,Defense Only TCPA,17.70
v2.0.101,1799,250.00,Defense Outside Limits,22.50
v2.0.101,1800,250.00,Evacuation Expenses,7.20
v2.0.101,1801,250.00,Faulty Workmanship,51.00
v2.0.101,1802,250.00,Games of Chance / Over-Redemptio,9.80
v2.0.101,1803,250.00,HIPAA Violations,3.90
v2.0.101,1804,250.00,Open House Claim Sublimit,12.40
v2.0.101,1805,250.00,Rectification Expenses,7.20
v2.0.101,1806,250.00,Protective Indemnity,2.00
v2.0.101,1807,250.00,Mold,7.23
v2.0.101,1808,250.00,Pollutants in Transit,1.96
v2.0.101,1809,250.00,Non-Owned Disposal Site,1.96
v2.0.101,1810,250.00,Bodily injury / property damage,29.51
v2.0.101,1811,250.00,Antitrust sublimit,3.93
v2.0.101,1812,250.00,Failure to disclose pollutants,3.93
v2.0.101,1813,250.00,FCRA defense only sublimit,17.67
v2.0.101,1814,250.00,Pollution liability,14.05
v2.0.101,1815,250.00,Technology Coverage Extensio,12.40
v2.0.101,1816,250.00,Bodily Inury (Emotional Distress),14.05
v2.0.101,1817,250.00,Network security & privacy,7.23
v2.0.101,1818,250.00,Defamation Exclusion and Sublimit,3.35
v2.0.101,1819,250.00,InvasionPrivacyExclusionSublimit,3.35
v2.0.101,1820,250.00,Media activities,13.43
v2.0.101,1821,255.00,Bodily Injury,28.38
v2.0.101,1822,255.00,Property Damage,11.35
v2.0.101,1823,255.00,Breach of Contract,11.35
v2.0.101,1824,255.00,Personal & Advertising Injury,22.71
v2.0.101,1825,255.00,Intellectual Property Infringement,11.35
v2.0.101,1826,255.00,Third Party Discriminatio,11.35
v2.0.101,1827,255.00,Contractors Pollution (Claims Made),12.50
v2.0.101,1828,255.00,Contractors Pollution (Occ),14.99
v2.0.101,1829,255.00,Sexual Abuse & Misconduct,26.30
v2.0.101,1830,255.00,Billing Errors Coverage,9.90
v2.0.101,1831,255.00,Class Action Sublimit,0.00
v2.0.101,1832,255.00,Crisis Management,7.30
v2.0.101,1833,255.00,Defense Only TCPA,17.80
v2.0.101,1834,255.00,Defense Outside Limits,22.70
v2.0.101,1835,255.00,Evacuation Expenses,7.30
v2.0.101,1836,255.00,Faulty Workmanship,51.40
v2.0.101,1837,255.00,Games of Chance / Over-Redemptio,9.90
v2.0.101,1838,255.00,HIPAA Violations,4.00
v2.0.101,1839,255.00,Open House Claim Sublimit,12.50
v2.0.101,1840,255.00,Rectification Expenses,7.30
v2.0.101,1841,255.00,Protective Indemnity,2.00
v2.0.101,1842,255.00,Mold,7.29
v2.0.101,1843,255.00,Pollutants in Transit,1.98
v2.0.101,1844,255.00,Non-Owned Disposal Site,1.98
v2.0.101,1845,255.00,Bodily injury / property damage,29.80
v2.0.101,1846,255.00,Antitrust sublimit,3.95
v2.0.101,1847,255.00,Failure to disclose pollutants,3.95
v2.0.101,1848,255.00,FCRA defense only sublimit,17.80
v2.0.101,1849,255.00,Pollution liability,14.19
v2.0.101,1850,255.00,Technology Coverage Extensio,12.49
v2.0.101,1851,255.00,Bodily Inury (Emotional Distress),14.19
v2.0.101,1852,255.00,Network security & privacy,7.29
v2.0.101,1853,255.00,Defamation Exclusion and Sublimit,3.46
v2.0.101,1854,255.00,InvasionPrivacyExclusionSublimit,3.46
v2.0.101,1855,255.00,Media activities,13.53
v2.0.101,1856,260.00,Bodily Injury,28.66
v2.0.101,1857,260.00,Property Damage,11.46
v2.0.101,1858,260.00,Breach of Contract,11.46
v2.0.101,1859,260.00,Personal & Advertising Injury,22.93
v2.0.101,1860,260.00,Intellectual Property Infringement,11.46
v2.0.101,1861,260.00,Third Party Discriminatio,11.46
v2.0.101,1862,260.00,Contractors Pollution (Claims Made),12.60
v2.0.101,1863,260.00,Contractors Pollution (Occ),15.10
v2.0.101,1864,260.00,Sexual Abuse & Misconduct,26.40
v2.0.101,1865,260.00,Billing Errors Coverage,10.00
v2.0.101,1866,260.00,Class Action Sublimit,0.00
v2.0.101,1867,260.00,Crisis Management,7.30
v2.0.101,1868,260.00,Defense Only TCPA,17.90
v2.0.101,1869,260.00,Defense Outside Limits,22.90
v2.0.101,1870,260.00,Evacuation Expenses,7.30
v2.0.101,1871,260.00,Faulty Workmanship,51.80
v2.0.101,1872,260.00,Games of Chance / Over-Redemptio,10.00
v2.0.101,1873,260.00,HIPAA Violations,4.00
v2.0.101,1874,260.00,Open House Claim Sublimit,12.60
v2.0.101,1875,260.00,Rectification Expenses,7.30
v2.0.101,1876,260.00,Protective Indemnity,2.00
v2.0.101,1877,260.00,Mold,7.34
v2.0.101,1878,260.00,Pollutants in Transit,1.99
v2.0.101,1879,260.00,Non-Owned Disposal Site,1.99
v2.0.101,1880,260.00,Bodily injury / property damage,30.10
v2.0.101,1881,260.00,Antitrust sublimit,3.98
v2.0.101,1882,260.00,Failure to disclose pollutants,3.98
v2.0.101,1883,260.00,FCRA defense only sublimit,17.92
v2.0.101,1884,260.00,Pollution liability,14.33
v2.0.101,1885,260.00,Technology Coverage Extensio,12.58
v2.0.101,1886,260.00,Bodily Inury (Emotional Distress),14.33
v2.0.101,1887,260.00,Network security & privacy,7.34
v2.0.101,1888,260.00,Defamation Exclusion and Sublimit,3.57
v2.0.101,1889,260.00,InvasionPrivacyExclusionSublimit,3.57
v2.0.101,1890,260.00,Media activities,13.63
v2.0.101,1891,265.00,Bodily Injury,28.94
v2.0.101,1892,265.00,Property Damage,11.58
v2.0.101,1893,265.00,Breach of Contract,11.58
v2.0.101,1894,265.00,Personal & Advertising Injury,23.15
v2.0.101,1895,265.00,Intellectual Property Infringement,11.58
v2.0.101,1896,265.00,Third Party Discriminatio,11.58
v2.0.101,1897,265.00,Contractors Pollution (Claims Made),12.70
v2.0.101,1898,265.00,Contractors Pollution (Occ),15.20
v2.0.101,1899,265.00,Sexual Abuse & Misconduct,26.40
v2.0.101,1900,265.00,Billing Errors Coverage,10.00
v2.0.101,1901,265.00,Class Action Sublimit,0.00
v2.0.101,1902,265.00,Crisis Management,7.40
v2.0.101,1903,265.00,Defense Only TCPA,18.00
v2.0.101,1904,265.00,Defense Outside Limits,23.20
v2.0.101,1905,265.00,Evacuation Expenses,7.40
v2.0.101,1906,265.00,Faulty Workmanship,52.10
v2.0.101,1907,265.00,Games of Chance / Over-Redemptio,10.00
v2.0.101,1908,265.00,HIPAA Violations,4.00
v2.0.101,1909,265.00,Open House Claim Sublimit,12.70
v2.0.101,1910,265.00,Rectification Expenses,7.40
v2.0.101,1911,265.00,Protective Indemnity,2.00
v2.0.101,1912,265.00,Mold,7.39
v2.0.101,1913,265.00,Pollutants in Transit,2.01
v2.0.101,1914,265.00,Non-Owned Disposal Site,2.01
v2.0.101,1915,265.00,Bodily injury / property damage,30.39
v2.0.101,1916,265.00,Antitrust sublimit,4.01
v2.0.101,1917,265.00,Failure to disclose pollutants,4.01
v2.0.101,1918,265.00,FCRA defense only sublimit,18.05
v2.0.101,1919,265.00,Pollution liability,14.47
v2.0.101,1920,265.00,Technology Coverage Extensio,12.67
v2.0.101,1921,265.00,Bodily Inury (Emotional Distress),14.47
v2.0.101,1922,265.00,Network security & privacy,7.39
v2.0.101,1923,265.00,Defamation Exclusion and Sublimit,3.68
v2.0.101,1924,265.00,InvasionPrivacyExclusionSublimit,3.68
v2.0.101,1925,265.00,Media activities,13.72
v2.0.101,1926,270.00,Bodily Injury,29.22
v2.0.101,1927,270.00,Property Damage,11.69
v2.0.101,1928,270.00,Breach of Contract,11.69
v2.0.101,1929,270.00,Personal & Advertising Injury,23.38
v2.0.101,1930,270.00,Intellectual Property Infringement,11.69
v2.0.101,1931,270.00,Third Party Discriminatio,11.69
v2.0.101,1932,270.00,Contractors Pollution (Claims Made),12.80
v2.0.101,1933,270.00,Contractors Pollution (Occ),15.31
v2.0.101,1934,270.00,Sexual Abuse & Misconduct,26.50
v2.0.101,1935,270.00,Billing Errors Coverage,10.10
v2.0.101,1936,270.00,Class Action Sublimit,0.00
v2.0.101,1937,270.00,Crisis Management,7.40
v2.0.101,1938,270.00,Defense Only TCPA,18.20
v2.0.101,1939,270.00,Defense Outside Limits,23.40
v2.0.101,1940,270.00,Evacuation Expenses,7.40
v2.0.101,1941,270.00,Faulty Workmanship,52.50
v2.0.101,1942,270.00,Games of Chance / Over-Redemptio,10.10
v2.0.101,1943,270.00,HIPAA Violations,4.00
v2.0.101,1944,270.00,Open House Claim Sublimit,12.80
v2.0.101,1945,270.00,Rectification Expenses,7.40
v2.0.101,1946,270.00,Protective Indemnity,2.00
v2.0.101,1947,270.00,Mold,7.44
v2.0.101,1948,270.00,Pollutants in Transit,2.02
v2.0.101,1949,270.00,Non-Owned Disposal Site,2.02
v2.0.101,1950,270.00,Bodily injury / property damage,30.68
v2.0.101,1951,270.00,Antitrust sublimit,4.04
v2.0.101,1952,270.00,Failure to disclose pollutants,4.04
v2.0.101,1953,270.00,FCRA defense only sublimit,18.18
v2.0.101,1954,270.00,Pollution liability,14.61
v2.0.101,1955,270.00,Technology Coverage Extensio,12.76
v2.0.101,1956,270.00,Bodily Inury (Emotional Distress),14.61
v2.0.101,1957,270.00,Network security & privacy,7.44
v2.0.101,1958,270.00,Defamation Exclusion and Sublimit,3.79
v2.0.101,1959,270.00,InvasionPrivacyExclusionSublimit,3.79
v2.0.101,1960,270.00,Media activities,13.82
v2.0.101,1961,275.00,Bodily Injury,29.50
v2.0.101,1962,275.00,Property Damage,11.80
v2.0.101,1963,275.00,Breach of Contract,11.80
v2.0.101,1964,275.00,Personal & Advertising Injury,23.60
v2.0.101,1965,275.00,Intellectual Property Infringement,11.80
v2.0.101,1966,275.00,Third Party Discriminatio,11.80
v2.0.101,1967,275.00,Contractors Pollution (Claims Made),12.80
v2.0.101,1968,275.00,Contractors Pollution (Occ),15.42
v2.0.101,1969,275.00,Sexual Abuse & Misconduct,26.50
v2.0.101,1970,275.00,Billing Errors Coverage,10.20
v2.0.101,1971,275.00,Class Action Sublimit,0.00
